cik,Fiscal Year Month,Fiscal Year Day,Fiscal  Year,Accelerated Filer (Yes/No),Shell company,Public Float Month,Public Float Day,Public Float Year,Public Float,Managements Report (Yes/No),gvkey,,Note: This data comes from company 10K filings collected through EDGAR. 
766829,12,31,2001,,,2,27,2002,161621816,,9324,,
766829,12,31,2002,1,,6,28,2002,165232386,,9324,,
766829,12,31,2003,1,,6,30,2003,183036524,,9324,,
766829,12,31,2004,1,,6,30,2004,219373236,1,9324,,
766829,12,31,2005,1,0,6,30,2005,359405318,1,9324,,
1013148,12,31,2001,,,3,21,2002,105373158,,63339,,
1013148,12,31,2002,0,,6,28,2002,39307083,,63339,,
1013148,12,31,2003,1,,6,30,2003,97512190,,63339,,
1013148,,,2004,,,,,,,,63339,,
1013148,,,2005,,,,,,,,63339,,
1045739,12,31,2001,,,2,15,2002,47511158,,138210,,
1045739,12,31,2002,0,,,,,43393098,,138210,,
1045739,12,31,2003,0,,,,,43393098,,138210,,
1045739,9,30,2004,1,,,,,115438460,,138210,,
1045739,9,30,2005,1,0,,,,46235000,1,138210,,
1024725,12,31,2001,,,3,1,2002,103284043,,10443,,
1024725,12,31,2002,1,,6,28,2002,262162817,,10443,,
1024725,12,31,2003,1,,6,30,2003,145494393,,10443,,
1024725,12,31,2004,1,,6,30,2004,550164484,1,10443,,
1024725,12,31,2005,1,0,6,30,2005,717897207,1,10443,,
1082923,12,31,2001,,,3,21,2002,204000000,,121673,,
1082923,12,31,2002,0,,3,12,2003,187344000,,121673,,
1082923,12,31,2003,0,,2,13,2004,277930821,,121673,,
1082923,12,31,2004,1,,6,30,2004,229990012,1,121673,,
1082923,12,31,2005,1,0,6,30,2005,430705369,1,121673,,
821616,12,31,2001,,,2,8,2002,132379932,,14285,,
821616,12,31,2002,1,,6,30,2002,177974776,,14285,,
821616,12,31,2003,1,,6,30,2003,210950604,,14285,,
821616,12,31,2004,1,,6,30,2004,200072468,1,14285,,
821616,12,31,2005,1,0,6,30,2005,161184788,1,14285,,
1063085,9,30,2001,,,10,31,2001,144730057,,113361,,
1063085,9,30,2002,1,,10,31,2002,86716414,,113361,,
1063085,9,30,2003,0,,3,31,2003,40133327,,113361,,
1063085,9,30,2004,1,,3,31,2004,127274468,,113361,,
1063085,9,30,2005,1,0,3,31,2005,221135080,1,113361,,
1063085,9,30,2006,1,0,3,31,2006,138740000,1,113361,,
1077688,11,30,2001,,,2,4,2002,30000000,,122211,,
1077688,11,30,2002,0,,,,,48900000,,122211,,
1077688,11,30,2003,1,,,,,84100000,,122211,,
1077688,11,30,2004,1,,,,,175400000,1,122211,,
1077688,11,30,2005,1,0,,,,141900000,1,122211,,
1060736,12,31,2001,,,3,15,2002,57537830,,141460,,
1060736,12,31,2002,0,,,,,51012954,,141460,,
1060736,12,31,2003,0,,,,,53400000,,141460,,
1060736,12,31,2004,1,,,,,160000000,1,141460,,
1060736,12,31,2005,1,0,,,,137000000,1,141460,,
722104,12,31,2001,,,3,13,2002,293245213,,2222,,
722104,12,31,2002,1,,6,28,2002,352226543,,2222,,
722104,12,31,2003,1,,6,30,2003,277769680,,2222,,
722104,12,31,2004,1,,6,30,2004,148918000,1,2222,,
722104,12,31,2005,1,0,6,30,2005,212248000,1,2222,,
923877,12,31,2001,,,3,1,2002,375901000,,30945,,
923877,12,31,2002,1,,3,17,2003,98207000,,30945,,
923877,12,31,2003,1,,3,19,2004,169948000,,30945,,
923877,12,31,2004,1,,6,30,2004,148546000,1,30945,,
923877,12,31,2005,0,0,6,30,2005,28450000,1,30945,,
1050122,12,29,2001,,,3,18,2002,71000000,,66425,,
1050122,12,28,2002,0,,6,29,2002,74000000,,66425,,
1050122,1,3,2004,1,,6,28,2003,173000000,,66425,,
1050122,1,1,2005,1,,7,3,2004,86000000,1,66425,,
1050122,12,31,2005,1,0,7,1,2005,146700000,1,66425,,
311871,12,31,2001,,,3,5,2002,225678339,,8675,,
311871,12,31,2002,1,,6,30,2002,279219086,,8675,,
311871,12,31,2003,1,,6,30,2003,164826110,,8675,,
311871,12,31,2004,1,,6,30,2004,297766507,1,8675,,
311871,12,31,2005,1,0,6,30,2005,171320697,1,8675,,
33002,2,28,2001,,,4,16,2001,123047870,,4390,,
33002,2,28,2002,,,4,12,2002,198742235,,4390,,
33002,2,28,2003,,,4,15,2003,180675888,,4390,,
33002,2,29,2004,1,,4,15,2004,261918457,,4390,,
33002,2,28,2005,1,,8,31,2004,301997468,1,4390,,
33002,2,28,2006,1,0,8,31,2005,437000000,1,4390,,
84290,8,31,2001,,,10,19,2001,225611900,,9173,,
84290,8,31,2002,,,10,18,2002,209082481,,9173,,
84290,8,31,2003,1,,2,28,2003,169565014,,9173,,
84290,8,31,2004,1,,2,29,2004,229397901,,9173,,
84290,8,31,2005,1,0,2,28,2005,275780328,1,9173,,
84290,8,31,2006,1,0,2,28,2006,238044493,1,9173,,
915735,12,31,2001,,,3,15,2002,35061881,,30847,,
915735,12,31,2002,0,,6,28,2002,33321771,,30847,,
915735,12,31,2003,1,,6,30,2003,173000000,,30847,,
915735,12,31,2004,1,,6,30,2004,235989838,1,30847,,
915735,12,31,2005,1,0,6,30,2005,319790598,1,30847,,
879123,2,3,2001,,,4,12,2001,76517000,,24621,,
879123,2,2,2002,,,4,15,2002,167987000,,24621,,
879123,2,1,2003,1,,3,14,2003,61508000,,24621,,
879123,1,31,2004,1,,8,2,2003,156246731,,24621,,
879123,1,29,2005,1,,7,31,2004,172730499,1,24621,,
879123,,,2006,,,,,,,,24621,,
928658,12,31,2001,,,3,21,2002,97200000,,30877,,
928658,12,31,2002,1,,3,20,2003,109000000,,30877,,
928658,12,31,2003,1,,3,8,2004,139100000,,30877,,
928658,12,31,2004,1,,6,30,2004,160000000,1,30877,,
928658,12,31,2005,1,0,6,30,2005,123400000,1,30877,,
1030749,12,31,2001,,,3,5,2002,156790000,,5379,,
1030749,12,31,2002,,,3,21,2003,169106043,,5379,,
1030749,12,31,2003,1,,6,30,2003,206229176,,5379,,
1030749,12,31,2004,1,,6,30,2004,223673326,1,5379,,
1030749,12,31,2005,1,0,6,30,2005,416481078,1,5379,,
1032761,9,30,2001,,,12,24,2001,211918663,,124196,,
1032761,9,30,2002,,,12,19,2002,159442522,,124196,,
1032761,9,30,2003,1,,3,31,2003,189000000,,124196,,
1032761,9,30,2004,1,,3,31,2004,219000000,,124196,,
1032761,9,30,2005,1,0,3,31,2005,209000000,1,124196,,
1032761,9,30,2006,1,0,3,31,2006,193000000,1,124196,,
54991,9,30,2001,,,12,11,2001,221952821,,6370,,
54991,9,30,2002,,,12,5,2002,158202316,,6370,,
54991,9,30,2003,1,,3,31,2003,140300000,,6370,,
54991,9,30,2004,1,,3,31,2004,280600000,,6370,,
54991,9,30,2005,1,0,3,31,2005,224900000,1,6370,,
54991,9,30,2006,1,0,3,31,2006,216100000,1,6370,,
1003113,12,31,2001,,,3,28,2002,117053847,,61706,,
1003113,12,31,2002,1,,6,28,2002,151440762,,61706,,
1003113,12,31,2003,1,,6,30,2003,110866693,,61706,,
1003113,12,31,2004,1,,6,30,2004,140788387,1,61706,,
1003113,12,31,2005,1,0,6,30,2005,170122427,1,61706,,
1003130,12,31,2001,,,3,15,2002,50219000,,61900,,
1003130,12,31,2002,0,,6,28,2002,29994000,,61900,,
1003130,12,31,2003,0,,6,30,2003,60363000,,61900,,
1003130,12,31,2004,1,,6,30,2004,304754000,1,61900,,
1003130,12,31,2005,1,0,6,30,2005,983000000,1,61900,,
920947,5,31,2001,,,7,30,2001,230941934,,30257,,
920947,5,31,2002,,,7,31,2002,50271223,,30257,,
920947,5,31,2003,0,,11,29,2002,45764148,,30257,,
920947,5,31,2004,1,,11,28,2003,81412872,,30257,,
920947,5,31,2005,1,,11,30,2004,378131185,1,30257,,
920947,5,31,2006,1,0,11,30,2005,334295000,1,30257,,
21212,12,31,2001,,,3,18,2002,245800000,,3126,,
21212,12,31,2002,1,,6,28,2002,210500000,,3126,,
21212,12,31,2003,1,,6,30,2003,165600000,,3126,,
21212,12,31,2004,1,,6,30,2004,224400000,1,3126,,
21212,12,31,2005,1,0,6,30,2005,177300000,1,3126,,
1042893,12,31,2001,,,3,20,2002,158166000,,65671,,
1042893,12,31,2002,1,,6,28,2002,168334000,,65671,,
1042893,12,31,2003,1,,6,30,2003,122773000,,65671,,
1042893,12,31,2004,1,,6,30,2004,126710000,1,65671,,
1042893,12,31,2005,1,0,6,30,2005,212180000,1,65671,,
880117,6,30,2001,,,8,31,2001,30664823,,24755,,
880117,6,27,2002,,,8,29,2002,33841933,,24755,,
880117,6,26,2003,1,,12,26,2002,50142971,,24755,,
880117,6,24,2004,1,,12,24,2003,273669606,,24755,,
880117,6,30,2005,1,0,12,23,2004,204312495,1,24755,,
880117,6,29,2006,1,0,12,29,2005,103123862,1,24755,,
715779,1,31,2001,,,4,30,2001,78396157,,3824,,
715779,1,31,2002,,,4,10,2002,122307329,,3824,,
715779,1,31,2003,1,,7,31,2002,131657000,,3824,,
715779,1,31,2004,1,,7,31,2003,89298000,,3824,,
715779,1,31,2005,1,,7,30,2004,110180000,1,3824,,
715779,1,31,2006,1,0,7,29,2005,122576000,1,3824,,
2034,6,30,2001,,,9,21,2001,47693071,,1094,,
2034,6,30,2002,,,9,20,2002,45816280,,1094,,
2034,6,30,2003,1,,9,19,2003,156200708,,1094,,
2034,6,30,2004,1,,12,31,2003,243689000,,1094,,
2034,6,30,2005,1,,12,31,2004,280051871,1,1094,,
2034,6,30,2006,1,0,12,31,2005,157431224,1,1094,,
18808,12,31,2001,,,1,31,2002,202425109,,2870,,
18808,12,31,2002,0,,1,31,2003,199949223,,2870,,
18808,12,31,2003,0,,6,30,2003,195611552,,2870,,
18808,12,31,2004,1,,6,30,2004,228395125,1,2870,,
18808,12,31,2005,1,0,6,30,2005,188588871,1,2870,,
1164863,,,2001,,,,,,,,148950,,
1164863,12,31,2002,0,,6,28,2002,107185586,,148950,,
1164863,12,31,2003,1,,6,30,2003,216470298,,148950,,
1164863,12,31,2004,1,,6,30,2004,469152000,1,148950,,
1164863,12,31,2005,1,0,6,30,2005,591563853,1,148950,,
911109,12,31,2001,,,3,15,2002,479700000,,29734,,
911109,12,31,2002,1,,6,30,2002,232700000,,29734,,
911109,12,31,2003,1,,6,30,2003,223700000,,29734,,
911109,12,31,2004,1,,6,30,2004,398100000,1,29734,,
911109,12,31,2005,1,0,6,30,2005,495100000,1,29734,,
1022225,6,30,2001,,,9,10,2001,89041831,,140030,,
1022225,6,29,2002,,,9,19,2002,63962887,,140030,,
1022225,6,28,2003,1,,9,19,2003,176447001,,140030,,
1022225,7,3,2004,1,,12,31,2003,195929478,,140030,,
1022225,7,3,2005,1,0,12,31,2004,180009731,1,140030,,
1022225,7,2,2006,1,0,12,30,2005,189370551,1,140030,,
23197,7,31,2001,,,10,12,2001,105580000,,3358,,
23197,7,31,2002,,,10,11,2002,46547000,,3358,,
23197,7,31,2003,1,,9,15,2003,339512000,,3358,,
23197,7,31,2004,1,,1,30,2004,456651000,,3358,,
23197,7,31,2005,1,,1,31,2005,453670000,1,3358,,
23197,7,31,2006,1,0,1,31,2006,712615000,1,3358,,
32878,6,30,2001,,,9,21,2001,311000000,,4352,,
32878,6,30,2002,,,9,20,2002,230000000,,4352,,
32878,6,30,2003,1,,12,31,2002,207000000,,4352,,
32878,6,30,2004,1,,12,31,2003,215000000,,4352,,
32878,6,30,2005,1,0,12,31,2004,489000000,1,4352,,
32878,6,30,2006,1,0,12,31,2005,1200000000,1,4352,,
1110206,12,31,2001,,,3,15,2002,117504243,,140445,,
1110206,12,31,2002,1,,,,,137718235,,140445,,
1110206,12,31,2003,1,,,,,95022879,,140445,,
1110206,12,31,2004,1,,6,30,2004,144470792,1,140445,,
1110206,12,31,2005,1,0,6,30,2005,80806000,1,140445,,
1001426,6,30,2001,,,9,13,2001,409662000,,65739,,
1001426,6,29,2002,,,9,30,2002,245492000,,65739,,
1001426,6,28,2003,1,,9,23,2003,247973000,,65739,,
1001426,6,26,2004,1,,9,3,2004,258508000,,65739,,
1001426,7,2,2005,1,0,9,13,2005,230065086,1,65739,,
1001426,7,1,2006,1,0,12,11,2006,244904310,1,65739,,
949968,12,31,2001,,,3,1,2002,832775557,,127378,,
949968,12,31,2002,1,,6,28,2002,566768557,,127378,,
949968,12,31,2003,1,,6,30,2003,292115297,,127378,,
949968,,,2004,,,,,,,,127378,,
949968,,,2005,,,,,,,,127378,,
763744,12,31,2001,,,3,7,2002,72722732,,11796,,
763744,12,31,2002,1,,6,28,2002,86140441,,11796,,
763744,12,31,2003,1,,3,3,2004,282472251,,11796,,
763744,12,31,2004,1,,3,3,2005,226445566,1,11796,,
763744,12,31,2005,1,0,6,30,2005,374436091,1,11796,,
715787,12,31,2001,,,3,26,2001,326894554,,6034,,
715787,12,31,2002,1,,6,28,2002,370881888,,6034,,
715787,12,31,2003,1,,6,29,2003,203658444,,6034,,
715787,12,31,2004,1,,7,2,2004,406578257,1,6034,,
715787,1,1,2006,1,0,7,1,2005,394206089,1,6034,,
1033905,12,31,2001,,,3,15,2002,233367596,,133504,,
1033905,12,31,2002,1,,3,24,2003,122584587,,133504,,
1033905,12,31,2003,1,,3,10,2004,236658682,,133504,,
1033905,12,31,2004,1,,6,30,2004,265707879,1,133504,,
1033905,12,31,2005,1,0,6,30,2005,280226521,1,133504,,
1056285,,,2001,,,,,,,,148391,,
1056285,,,2002,,,,,,,,148391,,
1056285,2,1,2003,0,,8,2,2002,70474207,,148391,,
1056285,1,31,2004,1,,8,1,2003,128204800,,148391,,
1056285,1,29,2005,1,,7,31,2004,96178198,1,148391,,
1056285,1,28,2006,1,0,7,30,2005,54317472,1,148391,,
790528,12,31,2001,,,3,15,2002,269461401,,5968,,
790528,12,31,2002,1,,6,30,2002,288328540,,5968,,
790528,12,31,2003,1,,2,20,2004,324666057,,5968,,
790528,12,31,2004,1,,6,30,2004,396213000,1,5968,,
790528,12,31,2005,1,0,6,30,2005,361200000,1,5968,,
1034842,12,31,2001,,,3,15,2002,101033428,,133468,,
1034842,12,31,2002,1,,6,28,2002,100285535,,133468,,
1034842,12,31,2003,1,,6,30,2003,50050000,,133468,,
1034842,12,31,2004,1,,6,30,2004,175394000,1,133468,,
1034842,12,31,2005,1,0,6,30,2005,302387771,1,133468,,
701319,1,31,2001,,,4,1,2001,316904000,,12718,,
701319,1,31,2002,,,4,1,2002,425701000,,12718,,
701319,1,31,2003,1,,,,,146001470,,12718,,
701319,1,31,2004,1,,,,,185125532,,12718,,
701319,1,31,2005,1,,,,,138186743,1,12718,,
701319,,,2006,,,,,,,,12718,,
1139463,9,30,2001,,,12,10,2001,117600000,,143605,,
1139463,9,30,2002,,,12,16,2002,58900000,,143605,,
1139463,9,30,2003,0,,3,31,2003,30900000,,143605,,
1139463,9,30,2004,1,,3,31,2004,95800000,,143605,,
1139463,9,30,2005,1,0,3,31,2005,211700000,1,143605,,
1139463,9,30,2006,1,0,3,31,2006,143900000,1,143605,,
1056358,12,31,2001,,,3,20,2002,32995200,,112968,,
1056358,12,31,2002,0,,6,30,2002,33127700,,112968,,
1056358,12,31,2003,1,,6,30,2003,33127700,,112968,,
1056358,12,31,2004,1,,6,30,2004,143120765,1,112968,,
1056358,12,31,2005,1,0,6,30,2005,140611094,1,112968,,
899166,12,31,2001,,,3,18,2002,129013921,,28885,,
899166,12,31,2002,1,,6,28,2002,88939397,,28885,,
899166,12,31,2003,1,,3,1,2004,198055855,,28885,,
899166,12,31,2004,1,,6,30,2004,586672648,1,28885,,
899166,,,2005,,,,,,,,28885,,
930420,12,31,2001,,,3,27,2002,167153952,,61179,,
930420,12,31,2002,1,,6,28,2002,189359535,,61179,,
930420,12,31,2003,1,,6,30,2003,148515224,,61179,,
930420,12,31,2004,1,,6,30,2004,346405841,1,61179,,
930420,12,31,2005,1,0,6,30,2005,323799783,1,61179,,
717605,12,31,2001,,,3,22,2002,102814779,,5608,,
717605,12,31,2002,1,,6,30,2002,102107859,,5608,,
717605,12,31,2003,1,,6,30,2003,75673424,,5608,,
717605,12,31,2004,1,,6,30,2004,280246735,1,5608,,
717605,12,31,2005,1,0,6,30,2005,859788751,1,5608,,
708818,3,31,2001,,,5,31,2001,35746654,,8858,,
708818,3,31,2002,,,5,31,2002,43682649,,8858,,
708818,3,31,2003,1,,6,20,2003,103825924,,8858,,
708818,3,31,2004,1,,5,27,2004,150729695,,8858,,
708818,3,31,2005,1,,9,30,2004,210543000,1,8858,,
708818,3,31,2006,1,0,9,30,2005,564833000,1,8858,,
834162,12,31,2001,,,3,26,2002,343797536,,25079,,
834162,12,31,2002,,,3,25,2003,159967335,,25079,,
834162,12,31,2003,,,6,30,2003,178967966,,25079,,
834162,12,31,2004,1,,6,30,2004,257077475,1,25079,,
834162,12,31,2005,1,0,6,30,2005,282956597,1,25079,,
1102741,12,31,2001,,,3,1,2002,41511389,,134384,,
1102741,12,31,2002,0,,6,28,2002,25647000,,134384,,
1102741,12,31,2003,0,,6,30,2003,33045584,,134384,,
1102741,12,31,2004,0,,6,30,2004,69610500,0,134384,,
1102741,12,31,2005,0,0,6,30,2005,65079777,0,134384,,
54381,12,31,2001,,,2,1,2002,313942293,,6326,,
54381,12,31,2002,1,,6,28,2002,351907817,,6326,,
54381,12,31,2003,1,,6,30,2003,239984608,,6326,,
54381,12,31,2004,1,,6,30,2004,291018917,1,6326,,
54381,12,31,2005,1,0,6,30,2005,380652470,1,6326,,
40461,12,31,2001,,,2,28,2002,76392149,,5032,,
40461,12,31,2002,1,,6,30,2002,100937644,,5032,,
40461,12,31,2003,1,,6,30,2003,72735850,,5032,,
40461,12,31,2004,1,,6,30,2004,97636398,1,5032,,
40461,,,2005,,,,,,,,5032,,
56978,9,30,2001,,,12,1,2001,756933926,,6509,,
56978,9,30,2002,1,,3,31,2002,1006000000,,6509,,
56978,9,30,2003,1,,3,31,2003,231900000,,6509,,
56978,9,30,2004,1,,3,31,2004,585200000,,6509,,
56978,9,30,2005,1,1,3,31,2005,320615000,1,6509,,
56978,9,30,2006,1,1,4,1,2006,532214000,1,6509,,
1100441,12,31,2001,,,3,15,2002,143700000,,138707,,
1100441,12,31,2002,1,,6,28,2002,132900000,,138707,,
1100441,12,31,2003,1,,6,30,2003,347500000,,138707,,
1100441,12,31,2004,1,,6,30,2004,285000000,1,138707,,
1100441,12,31,2005,1,0,6,30,2005,167400000,1,138707,,
1036425,9,30,2001,,,11,30,2001,1200000000,,66468,,
1036425,9,30,2002,1,,3,28,2002,650000000,,66468,,
1036425,9,30,2003,1,,3,31,2004,607000000,,66468,,
1036425,9,30,2004,1,,3,31,2004,607000000,,66468,,
1036425,9,30,2005,1,0,3,31,2005,365200000,1,66468,,
1036425,,,2006,,,,,,,,66468,,
836690,9,30,2001,,,12,7,2001,54250844,,135844,,
836690,9,30,2002,,,12,9,2002,67848993,,135844,,
836690,9,30,2003,0,,12,15,2003,111119000,,135844,,
836690,9,30,2004,1,,12,6,2004,284548000,,135844,,
836690,9,30,2005,1,0,3,31,2005,287000000,1,135844,,
836690,9,30,2006,1,0,3,31,2006,99000000,1,135844,,
50493,9,30,2001,,,12,11,2001,125200000,,12972,,
50493,9,30,2002,,,11,21,2002,115700000,,12972,,
50493,9,30,2003,1,,3,29,2003,102900000,,12972,,
50493,9,25,2004,1,,3,27,2004,120800000,,12972,,
50493,9,24,2005,1,0,3,26,2005,149000000,1,12972,,
50493,9,30,2006,1,0,3,24,2006,213000000,1,12972,,
1279228,,,2001,,,,,,,,158736,,
1279228,,,2002,,,,,,,,158736,,
1279228,,,2003,,,,,,,,158736,,
1279228,9,30,2004,0,,3,31,2004,0,,158736,,
1279228,9,30,2005,1,,3,31,2005,95700000,1,158736,,
1279228,,,2006,,,,,,,,158736,,
723371,11,30,2001,,,2,14,2002,40500000,,5505,,
723371,11,30,2002,1,,5,31,2002,84100000,,5505,,
723371,11,30,2003,1,,2,17,2004,203900000,,5505,,
723371,11,30,2004,1,,5,31,2004,210000000,1,5505,,
723371,11,30,2005,1,0,5,31,2005,343000000,1,5505,,
1059790,12,31,2001,,,2,28,2002,127320016,,140672,,
1059790,12,31,2002,1,,6,28,2002,119694680,,140672,,
1059790,12,31,2003,1,,6,30,2003,256084733,,140672,,
1059790,12,31,2004,1,,6,30,2004,168498595,1,140672,,
1059790,12,31,2005,1,0,6,30,2005,204067579,1,140672,,
105006,12,31,2001,,,3,22,2002,60512650,,138943,,
105006,12,31,2002,,,3,21,2003,15484972,,138943,,
105006,12,31,2003,0,,6,29,2003,15784919,,138943,,
105006,12,31,2004,1,,7,27,2004,114242377,1,138943,,
105006,12,31,2005,1,0,7,3,2005,49874346,1,138943,,
719164,12,31,2001,,,3,7,2002,51814277,,4645,,
719164,12,31,2002,0,,6,30,2002,55833049,,4645,,
719164,12,31,2003,0,,6,30,2003,54923490,,4645,,
719164,12,31,2004,0,,6,30,2004,73195284,0,4645,,
719164,12,31,2005,1,0,6,30,2005,160463550,1,4645,,
764765,12,31,2001,,,3,12,2002,221699000,,7964,,
764765,12,31,2002,1,,3,10,2003,179903000,,7964,,
764765,12,31,2003,1,,6,30,2003,203539000,,7964,,
764765,12,31,2004,1,,6,30,2004,269937000,1,7964,,
764765,12,31,2005,1,0,6,30,2005,288438000,1,7964,,
1013488,1,31,2001,,,3,6,2002,15340498,,63739,,
1013488,1,29,2002,0,,3,7,2003,64695955,,63739,,
1013488,1,28,2003,1,,6,27,2003,108356236,,63739,,
1013488,1,2,2005,1,,6,27,2004,174228956,1,63739,,
1013488,1,3,2006,1,0,7,3,2005,357019771,1,63739,,
836157,8,31,2001,,,11,23,2001,205692458,,14954,,
836157,8,31,2002,,,11,25,2002,282387303,,14954,,
836157,8,31,2003,1,,2,28,2003,211530992,,14954,,
836157,8,31,2004,1,,2,27,2004,303351498,,14954,,
836157,8,31,2005,1,0,2,28,2005,270948258,1,14954,,
836157,8,31,2006,1,0,2,28,2006,282315534,1,14954,,
1117119,,,2001,,,,,,,,156615,,
1117119,,,2002,,,,,,,,156615,,
1117119,12,31,2003,0,,3,31,2004,181131419,,156615,,
1117119,12,31,2004,1,,6,30,2004,140464893,1,156615,,
1117119,12,31,2005,1,0,6,30,2005,69901685,1,156615,,
1028461,12,31,2001,,,3,1,2002,157335425,,64639,,
1028461,12,31,2002,1,,2,20,2003,56670157,,64639,,
1028461,12,31,2003,1,,6,30,2003,55331037,,64639,,
1028461,12,31,2004,1,,6,30,2004,185761921,1,64639,,
1028461,12,31,2005,1,0,6,30,2005,226082630,1,64639,,
1041426,12,31,2001,,,3,25,2002,127533474,,65368,,
1041426,12,31,2002,1,,6,28,2002,98992264,,65368,,
1041426,12,31,2003,1,,6,30,2003,201195456,,65368,,
1041426,12,31,2004,1,,6,30,2004,259126576,1,65368,,
1041426,12,31,2005,1,0,6,30,2005,258573675,1,65368,,
873538,,,2001,,,,,,,,113225,,
873538,,,2002,,,,,,,,113225,,
873538,12,31,2003,0,,,,,,,113225,,
873538,12,31,2004,1,,6,30,2004,476100415,1,113225,,
873538,12,31,2005,1,0,6,30,2005,382515945,1,113225,,
81362,12,31,2001,,,3,8,2002,206450054,,8850,,
81362,12,31,2002,1,,6,28,2002,210589726,,8850,,
81362,12,31,2003,1,,6,30,2003,219520465,,8850,,
81362,12,31,2004,1,,6,30,2004,266675989,1,8850,,
81362,12,31,2005,1,0,6,30,2005,169466548,1,8850,,
913015,12,31,2001,,,3,11,2002,156417675,,111974,,
913015,12,31,2002,1,,6,28,2002,261468877,,111974,,
913015,12,31,2003,1,,6,30,2003,226060402,,111974,,
913015,12,31,2004,1,,6,30,2004,220601801,1,111974,,
913015,12,31,2005,1,0,6,30,2005,189608631,1,111974,,
1183941,,,2001,,,,,,,,230796,,
1183941,12,31,2002,1,,6,30,2002,216230000,,230796,,
1183941,12,31,2003,1,,6,30,2003,379113234,,230796,,
1183941,9,30,2004,1,,6,30,2004,296400000,,230796,,
1183941,9,30,2005,1,0,3,31,2005,260000000,1,230796,,
1183941,9,30,2006,1,0,3,31,2006,182400000,1,230796,,
891293,12,31,2001,,,2,28,2002,585251996,,64515,,
891293,12,31,2002,1,,6,28,2002,137774000,,64515,,
891293,12,31,2003,1,,6,30,2003,207823000,,64515,,
891293,12,31,2004,1,,6,30,2004,455405000,1,64515,,
891293,12,31,2005,1,0,6,30,2005,181725000,1,64515,,
1108924,3,31,2001,,,6,15,2001,15,,138402,,
1108924,3,31,2002,,,5,22,2002,100300000,,138402,,
1108924,3,31,2003,1,,9,30,2002,69800000,,138402,,
1108924,3,31,2004,1,,9,30,2003,93000000,,138402,,
1108924,3,31,2005,1,,9,30,2004,99000000,1,138402,,
1108924,3,31,2006,1,,9,30,2005,85000000,1,138402,,
713275,12,31,2001,,,3,15,2002,98777140,,12757,,
713275,12,31,2002,0,,3,18,2003,48776672,,12757,,
713275,12,31,2003,1,,6,30,2003,176106260,,12757,,
713275,12,31,2004,1,,6,30,2004,383861949,1,12757,,
713275,12,31,2005,0,0,6,30,2005,46035057,0,12757,,
917524,3,31,2001,,,6,1,2001,307036316,,63803,,
917524,3,31,2002,,,6,3,2002,234000000,,63803,,
917524,3,31,2003,1,,9,30,2002,168000000,,63803,,
917524,3,31,2004,1,,9,30,2003,313000000,,63803,,
917524,3,31,2005,1,,9,30,2004,299400000,1,63803,,
917524,3,31,2006,1,0,9,30,2005,699000000,1,63803,,
929940,6,30,2001,,,9,26,2001,235245820,,30870,,
929940,6,30,2002,,,9,27,2002,35719598,,30870,,
929940,6,30,2003,0,,12,31,2002,77891963,,30870,,
929940,6,30,2004,1,,12,31,2003,407102457,,30870,,
929940,6,30,2005,1,0,12,31,2004,264799529,1,30870,,
929940,6,30,2006,1,0,12,31,2005,319758462,1,30870,,
1100969,12,31,2001,,,3,1,2002,271880045,,132518,,
1100969,12,31,2002,1,,6,28,2002,260841487,,132518,,
1100969,12,31,2003,1,,6,30,2003,269771109,,132518,,
1100969,12,31,2004,1,,6,30,2004,204355050,1,132518,,
1100969,12,31,2005,1,0,6,30,2005,197372040,1,132518,,
880771,12,31,2001,,,3,13,2002,137930000,,25047,,
880771,12,31,2002,0,,6,28,2002,72081000,,25047,,
880771,12,31,2003,1,,6,30,2003,320101054,,25047,,
880771,12,31,2004,1,,6,30,2004,221926033,1,25047,,
880771,12,31,2005,1,0,6,30,2005,200082635,1,25047,,
875751,12,31,2001,,,3,11,2002,106683441,,24356,,
875751,12,29,2002,1,,6,16,2002,89383000,,24356,,
875751,12,28,2003,1,,6,15,2003,54636000,,24356,,
875751,1,2,2005,1,,6,13,2004,169760000,1,24356,,
875751,1,1,2006,1,0,6,19,2005,157966000,1,24356,,
1136294,12,31,2001,,,3,20,2002,275900000,,143710,,
1136294,12,28,2002,1,,6,28,2002,267200000,,143710,,
1136294,12,31,2003,1,,6,27,2003,151900000,,143710,,
1136294,12,31,2004,1,,6,28,2004,240900000,1,143710,,
