cik,Fiscal Year Month,Fiscal Year Day,Fiscal  Year,Accelerated Filer (Yes/No),Shell company,Public Float Month,Public Float Day,Public Float Year,Public Float,Managements Report (Yes/No),gvkey,,Note: This data comes from company 10K filings collected through EDGAR. 
752431,3,30,2001,,,6,15,2001,64654829,,13011,,
752431,3,29,2002,,,6,3,2002,96066746,,13011,,
752431,3,28,2003,1,,9,26,2002,82066300,,13011,,
752431,3,26,2004,1,,9,26,2003,214200036,0,13011,,
752431,3,25,2005,1,,9,24,2004,82533000,1,13011,,
752431,3,31,2006,1,0,9,30,2005,56364000,1,13011,,
798287,12,31,2001,,,2,15,2002,44580135,,12598,,
798287,12,31,2002,1,,,,,158673196,,12598,,
798287,12,31,2003,1,,,,,164686259,,12598,,
798287,12,31,2004,1,,,,,122863693,1,12598,,
798287,12,31,2005,1,0,,,,89752725,1,12598,,
812701,12,31,2001,,,3,22,2002,287916896,,13406,,
812701,12,31,2002,1,,3,25,2003,167481940,,13406,,
812701,12,31,2003,1,,2,27,2004,259598738,,13406,,
812701,12,31,2004,1,,2,28,2005,343062155,1,13406,,
812701,12,31,2005,1,0,6,30,2005,301587114,1,13406,,
1001606,12,31,2001,,,2,1,2002,13236322,,2271,,
1001606,12,31,2002,0,,6,30,2002,17691748,,2271,,
1001606,12,31,2003,0,,6,30,2003,25042967,,2271,,
1001606,12,31,2004,0,,6,30,2004,55446050,0,2271,,
1001606,12,31,2005,1,0,6,30,2005,651681294,1,2271,,
27751,12,31,2001,,,3,25,2002,151132854,,3840,,
27751,12,31,2002,1,,,,,102720375,,3840,,
27751,12,31,2003,1,,,,,216559621,,3840,,
27751,,,2004,,,,,,,,3840,,
27751,12,31,2005,0,,,,,,0,3840,,
792987,12,31,2001,,,3,15,2002,257103397,,12262,,
792987,12,31,2002,1,,3,10,2003,115957404,,12262,,
792987,12,31,2003,1,,2,25,2004,225379842,,12262,,
792987,12,31,2004,1,,3,15,2004,363094600,1,12262,,
792987,12,31,2005,1,0,6,30,2005,399882000,1,12262,,
722830,6,30,2001,,,9,24,2001,448633364,,5902,,
722830,6,30,2002,,,19,26,2002,266452632,,5902,,
722830,6,30,2003,1,,12,31,2002,200634722,,5902,,
722830,6,30,2004,1,,12,31,2003,216961854,,5902,,
722830,6,30,2005,1,0,12,31,2004,144366536,1,5902,,
722830,6,30,2006,1,0,12,31,2005,140600859,1,5902,,
824142,12,31,2001,,,3,1,2002,155716000,,21542,,
824142,12,31,2002,1,,2,28,2003,121766000,,21542,,
824142,12,31,2003,1,,6,30,2003,171059000,,21542,,
824142,12,31,2004,1,,6,30,2004,186071000,1,21542,,
824142,12,31,2005,1,0,6,30,2005,168234000,1,21542,,
900708,12,31,2001,,,3,19,2002,156031327,,28435,,
900708,12,31,2002,1,,6,28,2002,130269326,,28435,,
900708,12,31,2003,1,,6,30,2003,81104973,,28435,,
900708,12,31,2004,1,,6,30,2004,152088683,1,28435,,
900708,12,31,2005,1,0,6,30,2005,231819895,1,28435,,
941738,,,2001,,,,,,,,157020,,
941738,,,2002,,,,,,,,157020,,
941738,12,31,2003,0,,6,30,2003,0,,157020,,
941738,12,31,2004,1,,6,30,2004,116000000,1,157020,,
941738,12,31,2005,1,0,6,30,2005,161000000,1,157020,,
1017172,12,31,2001,,,3,15,2002,269497613,,63663,,
1017172,12,31,2002,1,,6,28,2002,233198605,,63663,,
1017172,12,31,2003,1,,6,30,2003,243788767,,63663,,
1017172,12,31,2004,1,,6,30,2004,146254634,1,63663,,
1017172,12,31,2005,1,0,6,30,2005,166094263,1,63663,,
1005201,12,31,2001,,,3,25,2002,59426000,,65944,,
1005201,12,31,2002,0,,6,30,2002,37699000,,65944,,
1005201,12,31,2003,1,,6,30,2003,80684000,,65944,,
1005201,12,31,2004,1,,6,30,2004,124052000,1,65944,,
1005201,12,31,2005,1,0,,,,109810000,1,65944,,
945235,12,31,2001,,,3,21,2002,33270166,,60887,,
945235,12,31,2002,,,6,28,2002,43595390,,60887,,
945235,12,31,2003,1,,6,30,2003,81639389,,60887,,
945235,12,31,2004,1,,6,30,2004,158714103,1,60887,,
945235,12,31,2005,1,0,6,30,2005,158335639,1,60887,,
890634,9,30,2001,,,12,10,2001,14556795,,25972,,
890634,9,30,2002,0,,12,6,2002,35761968,,25972,,
890634,9,30,2003,0,,3,31,2003,31717101,,25972,,
890634,9,30,2004,0,,3,31,2004,53632906,,25972,,
890634,9,30,2005,1,0,3,31,2005,148668975,1,25972,,
890634,9,30,2006,1,0,3,31,2006,115695567,1,25972,,
1069530,12,31,2001,,,2,28,2002,116242333,,137642,,
1069530,12,31,2002,0,,6,28,2002,102050094,,137642,,
1069530,12,31,2003,1,,6,30,2003,177038020,,137642,,
1069530,12,31,2004,1,,6,30,2004,351912625,1,137642,,
1069530,12,31,2005,1,0,6,30,2005,296011004,1,137642,,
874443,12,31,2001,,,3,21,2002,82080000,,24179,,
874443,12,31,2002,1,,6,28,2002,82133000,,24179,,
874443,12,31,2003,1,,6,30,2003,83148000,,24179,,
874443,12,31,2004,1,,6,30,2004,201877000,1,24179,,
874443,12,31,2005,0,0,6,30,2005,43950000,0,24179,,
80172,12,31,2001,,,2,28,2002,183155418,,7762,,
80172,12,31,2002,,,2,28,2003,182397680,,7762,,
80172,12,31,2003,1,,,,,208152821,,7762,,
80172,12,31,2004,1,,,,,274466337,1,7762,,
80172,12,31,2005,1,0,,,,300012149,1,7762,,
943605,1,31,2001,,,3,31,2001,58890768,,62093,,
943605,1,31,2002,,,3,31,2002,62634028,,62093,,
943605,0,31,2003,,,6,31,2002,61919572,,62093,,
943605,1,31,2004,1,,4,12,2004,181700000,,62093,,
943605,1,31,2005,1,,7,31,2004,297400000,1,62093,,
943605,1,31,2006,1,0,7,29,2005,398900000,1,62093,,
846876,12,31,2001,,,3,15,2002,188000000,,15347,,
846876,12,31,2002,1,,6,28,2002,125000000,,15347,,
846876,1,3,2004,1,,6,28,2003,189000000,,15347,,
846876,1,1,2005,1,,7,3,2004,317000000,1,15347,,
846876,12,31,2005,1,0,7,2,2005,386209548,1,15347,,
1075656,12,31,2001,,,3,28,2002,23504225,,137434,,
1075656,12,31,2002,0,,3,21,2003,27507246,,137434,,
1075656,12,31,2003,1,,6,30,2003,82705739,,137434,,
1075656,12,31,2004,1,,6,30,2004,216000000,1,137434,,
1075656,12,31,2005,1,0,6,30,2005,246000000,1,137434,,
1086472,7,31,2001,,,10,19,2001,103900000,,122358,,
1086472,7,31,2002,,,10,17,2002,74100000,,122358,,
1086472,7,31,2003,1,,1,31,2003,118100000,,122358,,
1086472,7,31,2004,1,,1,30,2004,316600000,,122358,,
1086472,7,31,2005,1,,1,31,2005,114100000,1,122358,,
1086472,,,2006,,,,,,,,122358,,
29002,12,31,2001,,,3,16,2002,40574370,,3969,,
29002,12,31,2002,0,,6,28,2002,43021405,,3969,,
29002,12,31,2003,1,,6,30,2003,110602104,,3969,,
29002,12,31,2004,1,,6,30,2004,209171092,1,3969,,
29002,12,31,2005,1,0,6,30,2005,263995540,1,3969,,
855654,6,30,2001,,,7,31,2001,561241621,,17101,,
855654,6,30,2002,,,9,13,2002,137892584,,17101,,
855654,6,30,2003,1,,12,31,2002,129673115,,17101,,
855654,6,30,2004,1,,12,31,2003,182533563,,17101,,
855654,6,30,2005,1,,12,31,2004,260013590,1,17101,,
855654,6,30,2006,1,0,12,31,2005,170836485,1,17101,,
1028205,6,30,2001,,,9,28,2001,4900149,,118733,,
1028205,6,30,2002,,,9,17,2002,4900149,,118733,,
1028205,6,30,2003,0,,9,10,2003,60962087,,118733,,
1028205,6,30,2004,0,,9,16,2004,223271190,,118733,,
1028205,6,30,2005,0,,8,15,2005,279101648,0,118733,,
1028205,6,30,2006,1,0,8,1,2006,190285863,1,118733,,
787030,,,2001,,,,,,,,150284,,
787030,9,30,2002,0,,2,28,2002,116200000,,150284,,
787030,12,31,2003,1,,,,,352200000,,150284,,
787030,9,30,2004,1,,,,,298874076,,150284,,
787030,9,30,2005,1,0,3,31,2005,328705485,1,150284,,
787030,9,30,2006,1,0,3,31,2006,255742824,1,150284,,
1057379,12,31,2001,,,3,15,2002,300210630,,111000,,
1057379,1,3,2003,1,,6,28,2002,167944352,,111000,,
1057379,1,2,2004,1,,7,3,2003,105874553,,111000,,
1057379,12,31,2004,1,,7,2,2004,271840816,1,111000,,
1057379,12,31,2005,1,0,7,1,2005,141151839,1,111000,,
63330,12,31,2001,,,2,12,2002,163704000,,7117,,
63330,12,31,2002,,,6,28,2002,34070000,,7117,,
63330,12,31,2003,0,,6,30,2003,40184000,,7117,,
63330,12,31,2004,0,,6,30,2004,63275000,0,7117,,
63330,12,31,2005,1,,6,30,2005,154849000,1,7117,,
1108487,12,31,2001,,,3,15,2002,158854371,,136267,,
1108487,12,31,2002,0,,6,30,2002,44725123,,136267,,
1108487,12,31,2003,1,,6,30,2003,94888763,,136267,,
1108487,12,31,2004,1,,6,30,2004,317610300,1,136267,,
1108487,12,31,2005,1,0,6,30,2005,657316200,1,136267,,
880208,6,30,2001,,,8,31,2001,150657827,,24832,,
880208,6,30,2002,,,9,3,2002,62255867,,24832,,
880208,6,30,2003,1,,9,2,2003,84877948,,24832,,
880208,6,30,2004,1,,8,25,2004,107364688,,24832,,
880208,6,30,2005,1,9,8,25,2005,59633799,1,24832,,
880208,,,2006,,,,,,,,24832,,
917857,12,31,2001,,,3,18,2002,31965091,,29864,,
917857,12,31,2002,1,,6,30,2003,77192865,,29864,,
917857,12,31,2003,1,,6,30,2003,84555453,,29864,,
917857,12,31,2004,1,,6,30,2004,85845000,1,29864,,
917857,12,31,2005,1,0,6,30,2005,58465000,1,29864,,
854775,9,30,2001,,,12,10,2001,90934231,,16710,,
854775,9,30,2002,1,,,,,120008000,,16710,,
854775,9,30,2003,1,,,,,68710200,,16710,,
854775,9,30,2004,1,,,,,210417503,,16710,,
854775,9,30,2005,1,0,,,,308757212,1,16710,,
854775,9,30,2006,1,0,,,,268876777,1,16710,,
75042,12,31,2001,,,3,1,2002,425000000,,8193,,
75042,12,31,2002,1,,6,29,2002,498000000,,8193,,
75042,12,31,2003,1,,6,30,2003,235500000,,8193,,
75042,12,31,2004,1,,7,3,2004,196000000,1,8193,,
75042,,,2005,,,,,,,,8193,,
829608,4,30,2001,,,6,30,2001,5894852,,22221,,
829608,4,30,2002,,,7,26,2002,7549134,,22221,,
829608,12,31,2003,0,,6,30,2003,44000000,,22221,,
829608,12,31,2004,1,,6,30,2004,357700000,1,22221,,
829608,12,31,2005,1,0,6,30,2005,987900000,1,22221,,
920354,9,30,2001,,,12,18,2001,305211297,,30094,,
920354,9,30,2002,,,12,20,2002,200730199,,30094,,
920354,9,30,2003,1,,3,31,2003,116151579,,30094,,
920354,9,30,2004,1,,3,31,2004,202874056,,30094,,
920354,9,30,2005,1,0,3,31,2005,262690929,1,30094,,
920354,,,2005,,,,,,,,30094,,
910721,12,31,2001,,,3,1,2002,285036878,,29105,,
910721,12,31,2002,1,,6,29,2002,470942271,,29105,,
910721,12,31,2003,1,,6,28,2003,313257551,,29105,,
910721,12,31,2004,1,,6,26,2004,475233967,1,29105,,
910721,12,31,2005,1,0,6,25,2005,287142000,1,29105,,
821995,12,31,2001,,,3,15,2002,131941700,,14597,,
821995,12,31,2002,1,,3,21,2003,106170383,,14597,,
821995,12,31,2003,1,,3,1,2004,235601016,,14597,,
821995,12,31,2004,1,,6,30,2004,105700000,1,14597,,
821995,12,31,2005,1,0,6,30,2005,90400000,1,14597,,
771249,12,31,2001,,,3,6,2002,8441263,,61793,,
771249,12,31,2002,,,2,3,2003,6965038,,61793,,
771249,12,31,2003,0,,6,30,2003,7997659,,61793,,
771249,12,31,2004,0,,6,30,2004,6753238,0,61793,,
771249,,,2005,,,,,,,,61793,,
884498,4,30,2001,,,7,24,2001,196535000,,61427,,
884498,4,30,2002,,,7,25,2002,66930000,,61427,,
884498,4,30,2003,1,,10,31,2002,47520000,,61427,,
884498,4,30,2004,1,,10,31,2003,235335000,,61427,,
884498,4,30,2005,1,,10,31,2004,155152000,1,61427,,
884498,4,30,2006,1,0,10,31,2005,210471000,1,61427,,
19446,7,31,2001,,,10,5,2001,79459178,,2942,,
19446,7,31,2002,,,10,3,2002,71101000,,2942,,
19446,7,31,2003,1,,10,2,2003,86152000,,2942,,
19446,7,31,2004,1,,1,30,2004,97845052,,2942,,
19446,7,31,2005,1,,1,31,2005,293381755,1,2942,,
19446,7,31,2006,1,0,1,31,2006,204877350,1,2942,,
1162556,12,31,2001,,,3,21,2002,,,147657,,
1162556,12,31,2002,1,,6,30,2002,120802637,,147657,,
1162556,12,31,2003,1,,6,30,2003,88301675,,147657,,
1162556,12,31,2004,1,,6,30,2004,108642263,1,147657,,
1162556,12,31,2005,1,0,6,30,2005,117875566,1,147657,,
855612,12,31,2001,,,1,31,2002,75746370,,16531,,
855612,12,31,2002,1,,6,30,2002,83537186,,16531,,
855612,12,31,2003,1,,6,30,2003,67284268,,16531,,
855612,12,31,2004,1,,6,30,2004,208791713,1,16531,,
855612,12,31,2005,1,0,6,30,2005,86588918,1,16531,,
1074530,12,31,2001,,,3,21,2002,102438760,,118793,,
1074530,12,31,2002,0,,6,28,2002,84824569,,118793,,
1074530,12,31,2003,0,,6,30,2003,64197663,,118793,,
1074530,12,31,2004,0,,6,30,2004,46135198,0,118793,,
1074530,12,31,2005,0,0,6,30,2005,27197410,0,118793,,
1092006,9,29,2001,,,12,11,2001,143619000,,125275,,
1092006,9,28,2002,,,12,9,2002,104953000,,125275,,
1092006,9,27,2003,1,,,,,98408000,,125275,,
1092006,9,25,2004,1,,3,26,2004,230727000,,125275,,
1092006,9,24,2005,1,0,3,25,2005,190295000,1,125275,,
1092006,9,30,2006,1,0,3,25,2006,311600000,1,125275,,
99047,12,31,2001,,,3,15,2002,38000000,,26523,,
99047,12,31,2002,1,,6,28,2002,227000000,,26523,,
99047,12,31,2003,1,,6,30,2003,178000000,,26523,,
99047,12,31,2004,1,,6,30,2004,142000000,1,26523,,
99047,,,2005,,,,,,,,26523,,
949870,12,31,2001,,,3,18,2002,183567885,,61581,,
949870,12,28,2002,1,,6,29,2002,165774960,,61581,,
949870,12,27,2003,1,,6,28,2003,129194774,,61581,,
949870,12,31,2004,1,,6,26,2004,209198410,1,61581,,
949870,12,31,2005,1,0,6,25,2005,226300659,1,61581,,
23259,12,31,2001,,,3,20,2002,281018529,,3376,,
23259,12,31,2002,1,,6,28,2002,287591221,,3376,,
23259,12,31,2003,1,,6,30,2003,187132000,,3376,,
23259,12,31,2004,1,,6,30,2004,274382000,1,3376,,
23259,12,31,2005,1,0,6,30,2005,240780783,1,3376,,
1131907,,,2001,,,,,,,,155737,,
1131907,,,2002,,,,,,,,155737,,
1131907,12,31,2003,0,,3,10,2004,207900000,,155737,,
1131907,12,31,2004,1,,6,30,2004,132100000,1,155737,,
1131907,12,31,2005,1,0,6,30,2005,52700000,1,155737,,
93319,3,31,2001,,,6,13,2001,210189988,,9988,,
93319,3,31,2002,,,6,14,2002,268776959,,9988,,
93319,3,31,2003,1,,9,30,2002,226000000,,9988,,
93319,3,31,2004,1,,9,30,2003,248000000,,9988,,
93319,,,2005,,,,,,,,9988,,
93319,,,2006,,,,,,,,9988,,
82166,1,31,2001,,,4,11,2001,49970304,,8958,,
82166,1,31,2002,,,4,11,2002,89440775,,8958,,
82166,1,31,2003,1,,7,31,2002,77387241,,8958,,
82166,1,31,2004,1,,7,31,2003,170159626,,8958,,
82166,1,31,2005,1,,7,31,2004,297995628,1,8958,,
82166,1,31,2006,1,0,7,31,2005,419644871,1,8958,,
1104657,12,31,2001,,,3,11,2002,205364758,,2448,,
1104657,12,31,2002,1,,6,28,2002,206293369,,2448,,
1104657,12,31,2003,1,,6,27,2003,128990068,,2448,,
1104657,12,31,2004,1,,7,2,2004,315915631,1,2448,,
1104657,12,31,2005,1,0,7,1,2005,276481844,1,2448,,
720195,12,31,2001,,,2,28,2002,128000000,,6722,,
720195,12,31,2002,1,,6,28,2002,148000000,,6722,,
720195,12,31,2003,1,,6,30,2003,187000000,,6722,,
720195,,,2004,,,,,,,,6722,,
720195,,,2005,,,,,,,,6722,,
857728,12,31,2001,,,3,8,2002,43447736,,20296,,
857728,12,31,2002,0,,6,28,2002,32981465,,20296,,
857728,12,31,2003,1,,6,30,2003,106265316,,20296,,
857728,12,31,2004,1,,6,30,2004,254224900,1,20296,,
857728,12,31,2005,1,0,6,30,2005,355182680,1,20296,,
18061,1,31,2001,,,3,31,2001,146087395,,2802,,
18061,1,31,2002,,,3,20,2002,156382982,,2802,,
18061,1,31,2003,1,,3,17,2003,173710092,,2802,,
18061,1,31,2004,1,,7,31,2003,232047122,,2802,,
18061,1,31,2005,1,,7,31,2004,356766498,1,2802,,
18061,1,31,2006,1,0,7,31,2005,546848250,1,2802,,
722079,12,31,2001,,,1,31,2002,111718194,,5980,,
722079,12,31,2002,1,,,,,76846155,,5980,,
722079,12,31,2003,1,,,,,40716528,,5980,,
722079,12,31,2004,1,,,,,218011931,1,5980,,
722079,12,31,2005,1,0,,,,618656268,1,5980,,
778734,3,31,2001,,,6,29,2001,120518461,,12236,,
778734,3,31,2002,,,7,12,2002,25100000,,12236,,
778734,3,31,2003,0,,11,1,2002,19800000,,12236,,
778734,3,31,2004,1,,9,30,2003,166900000,,12236,,
778734,3,31,2005,1,,3,31,2005,248000000,1,12236,,
778734,3,31,2006,1,0,9,30,2005,203000000,1,12236,,
78536,12,31,2001,,,3,25,2002,85950301,,12277,,
78536,12,31,2002,1,,6,30,2002,76250463,,12277,,
78536,12,31,2003,1,,6,30,2003,162656416,,12277,,
78536,12,31,2004,1,,6,30,2004,177384000,1,12277,,
78536,12,31,2005,1,0,6,30,2005,103433000,1,12277,,
1177702,,,2001,,,,,,,,150481,,
1177702,12,31,2002,0,,2,18,2003,172223277,,150481,,
1177702,12,31,2003,1,,2,18,2004,310806801,,150481,,
1177702,12,31,2004,1,,6,30,2004,390943650,1,150481,,
1177702,12,31,2005,1,0,6,30,2005,257635064,1,150481,,
840489,12,31,2001,,,3,26,2002,50634000,,24157,,
840489,12,31,2002,0,,6,28,2002,58546268,,24157,,
840489,12,31,2003,1,,6,30,2003,101474089,,24157,,
840489,12,31,2004,1,,6,30,2004,276126000,1,24157,,
840489,12,31,2005,1,0,6,30,2005,269500000,1,24157,,
1031283,12,31,2001,,,3,18,2002,262000000,,113609,,
1031283,12,31,2002,1,,6,28,2002,125343000,,113609,,
1031283,12,31,2003,1,,6,30,2003,134598878,,113609,,
1031283,12,31,2004,1,,6,30,2004,224516795,1,113609,,
1031283,12,31,2005,1,0,6,30,2005,191774787,1,113609,,
736291,12,31,2001,,,3,11,2002,69500000,,11867,,
736291,12,31,2002,1,,6,28,2002,91200000,,11867,,
736291,12,31,2003,1,,6,30,2003,110800000,,11867,,
736291,,,2004,,,,,,,,11867,,
736291,,,2005,,,,,,,,11867,,
859475,6,30,2001,,,8,31,2001,64510608,,26015,,
859475,6,30,2002,,,8,31,2002,32268609,,26015,,
859475,6,30,2003,0,,12,31,2002,32168214,,26015,,
859475,6,30,2004,1,,12,31,2003,235219281,,26015,,
859475,6,30,2005,1,,12,31,2004,229720678,1,26015,,
859475,,,2006,,,,,,,,26015,,
933034,6,30,2001,,,8,21,2001,140920000,,31567,,
933034,6,29,2002,,,7,31,2002,161612000,,31567,,
933034,6,28,2003,1,,12,29,2002,179666000,,31567,,
933034,6,27,2004,1,,12,28,2003,215411000,,31567,,
933034,7,2,2005,1,,12,26,2004,235529000,1,31567,,
933034,7,2,2006,1,0,1,1,2006,148457000,1,31567,,
225051,12,31,2001,,,3,1,2002,96981830,,1728,,
225051,12,31,2002,0,,6,28,2002,69074991,,1728,,
225051,12,31,2003,0,,6,27,2003,71202402,,1728,,
225051,1,1,2005,1,,7,3,2004,105826661,1,1728,,
225051,12,31,2005,1,0,7,1,2005,87145568,1,1728,,
1090507,12,31,2001,,,3,15,2002,72000000,,136307,,
1090507,12,31,2002,1,,6,28,2002,90000000,,136307,,
1090507,12,31,2003,1,,6,30,2003,91500000,,136307,,
1090507,12,31,2004,1,,6,30,2004,257864000,1,136307,,
1090507,12,31,2005,1,0,6,30,2005,273672000,1,136307,,
1040261,12,31,2001,,,3,14,2002,444933000,,65236,,
1040261,12,31,2002,1,,6,28,2002,432088037,,65236,,
1040261,12,31,2003,1,,6,30,2003,402844842,,65236,,
1040261,12,31,2004,1,,6,30,2004,185554381,1,65236,,
1040261,12,31,2005,1,0,6,30,2005,132105211,1,65236,,
902600,12,31,2001,,,3,22,2002,97177224,,62874,,
902600,12,31,2002,1,,3,27,2003,184672000,,62874,,
902600,12,31,2003,1,,6,30,2003,131382000,,62874,,
902600,12,31,2004,1,,6,30,2004,46335000,1,62874,,
902600,12,31,2005,0,0,6,30,2005,15635000,0,62874,,
854701,9,30,2001,,,12,12,2001,245900000,,31488,,
854701,9,30,2002,,,12,10,2002,95800000,,31488,,
854701,9,30,2003,0,,12,1,2003,490700000,,31488,,
854701,9,30,2004,1,,3,31,2004,551200000,,31488,,
854701,9,30,2005,1,0,3,31,2005,183900000,1,31488,,
854701,,,2006,,,,,,,,31488,,
890394,12,31,2001,,,1,31,2002,244159000,,141278,,
890394,12,31,2002,1,,6,28,2002,158200000,,141278,,
890394,12,31,2003,1,,6,30,2003,141131000,,141278,,
890394,12,31,2004,1,,6,30,2004,167923000,1,141278,,
890394,12,31,2005,1,0,6,30,2005,141050000,1,141278,,
863456,2,3,2001,,,3,15,2001,309588267,,22612,,
863456,2,2,2002,,,3,14,2002,497987000,,22612,,
863456,2,1,2003,1,,3,13,2003,178140000,,22612,,
863456,1,31,2004,1,,8,1,2003,281796,,22612,,
863456,1,29,2005,1,,7,31,2004,176769000,1,22612,,
863456,1,28,2006,1,0,7,29,2005,313076000,1,22612,,
800460,3,31,2001,,,6,31,2001,49428000,,12677,,
800460,3,31,2002,,,5,31,2002,44000000,,12677,,
800460,3,31,2003,0,,9,30,2002,38000000,,12677,,
800460,3,31,2004,1,,9,30,2003,134100000,,12677,,
800460,3,31,2005,1,,9,30,2004,136200000,1,12677,,
800460,3,31,2006,1,0,9,30,2005,131600000,1,12677,,
1089542,12,31,2001,,,3,26,2002,43402692,,140676,,
1089542,12,31,2002,0,,3,21,2003,95941558,,140676,,
1089542,12,31,2003,1,,6,30,2003,102321409,,140676,,
1089542,12,31,2004,1,,6,30,2004,422307973,1,140676,,
1089542,12,31,2005,1,0,6,30,2005,655432622,1,140676,,
96287,2,3,2001,,,3,30,2001,83072736,,10331,,
96287,2,2,2002,,,4,1,2002,71012438,,10331,,
96287,2,1,2003,,,8,3,2003,92359634,,10331,,
96287,1,31,2004,1,,8,1,2003,337760038,,10331,,
96287,1,29,2005,1,,7,31,2004,207587787,1,10331,,
96287,1,28,2006,1,0,7,30,2005,177673480,1,10331,,
1050776,9,30,2001,,,11,30,2001,162000000,,138346,,
1050776,9,30,2002,1,,11,30,2002,100000000,,138346,,
1050776,9,30,2003,1,,10,31,2003,100000000,,138346,,
1050776,9,30,2004,1,,11,30,2004,125000000,,138346,,
1050776,9,30,2005,1,0,3,31,2005,88000000,1,138346,,
1050776,9,30,2006,1,0,3,31,2006,86000000,1,138346,,
1113668,12,31,2001,,,3,25,2002,73054000,,144010,,
1113668,12,31,2002,1,,6,28,2002,80000000,,144010,,
1113668,12,31,2003,1,,6,30,2003,56000000,,144010,,
1113668,12,31,2004,1,,6,30,2004,71000000,1,144010,,
1113668,12,31,2005,1,0,6,30,2005,96000000,1,144010,,
47035,7,31,2001,,,10,11,2001,162884752,,5594,,
47035,7,31,2002,,,10,21,2002,242503605,,5594,,
47035,7,31,2003,,,10,17,2003,233720429,,5594,,
47035,8,1,2004,1,,2,1,2004,278597000,,5594,,
47035,7,31,2005,1,0,1,30,2005,251349000,1,5594,,
47035,7,31,2006,1,,1,29,2006,224984000,1,5594,,
1102556,12,31,2001,,,12,31,2001,232551146,,134031,,
1102556,12,31,2002,1,,6,28,2002,269746515,,134031,,
1102556,12,31,2003,1,,6,30,2003,150600000,,134031,,
1102556,12,31,2004,1,,6,30,2004,148586000,1,134031,,
1102556,,,2005,,,,,,,,134031,,
1089443,12,31,2001,,,2,28,2002,93300000,,127075,,
1089443,12,31,2002,1,,6,28,2002,148800000,,127075,,
1089443,12,31,2003,1,,6,30,2003,273900000,,127075,,
1089443,12,31,2004,1,,6,30,2004,265000000,1,127075,,
1089443,12,31,2005,1,0,6,30,2005,112000000,1,127075,,
1123494,12,31,2001,,,3,22,2002,158695000,,141469,,
1123494,12,31,2002,1,,6,30,2002,99496153,,141469,,
1123494,12,31,2003,1,,6,30,2003,79770694,,141469,,
1123494,12,31,2004,1,,6,30,2004,104418276,1,141469,,
1123494,12,31,2005,1,0,6,30,2005,61943063,1,141469,,
913293,3,31,2001,,,6,22,2001,457160000,,29323,,
913293,3,30,2002,,,6,21,2002,257350000,,29323,,
913293,3,29,2003,0,,9,27,2002,69340000,,29323,,
913293,3,27,2004,1,,9,26,2003,102100000,0,29323,,
913293,3,26,2005,1,,9,24,2004,57208857,1,29323,,
913293,3,31,2006,1,0,9,24,2005,43500000,1,29323,,
907654,12,31,2001,,,3,15,2002,94672151,,65243,,
907654,12,31,2002,0,,6,28,2002,45335979,,65243,,
907654,12,31,2003,1,,2,27,2004,231292414,,65243,,
907654,12,31,2004,1,,6,30,2004,244079679,1,65243,,
907654,12,31,2005,1,0,6,30,2005,297399359,1,65243,,
913241,12,31,2001,,,3,26,2002,214536498,,29382,,
913241,12,31,2002,1,,6,28,2002,235126741,,29382,,
913241,12,31,2003,1,,6,30,2003,281283263,,29382,,
913241,12,31,2004,1,,6,30,2004,248171284,1,29382,,
913241,12,31,2005,1,0,6,30,2005,233359000,1,29382,,
850460,12,31,2001,,,3,8,2002,155907121,,25572,,
850460,12,31,2002,1,,,,,217201953,,25572,,
850460,12,31,2003,1,,,,,140153733,,25572,,
850460,12,31,2004,1,,,,,297512949,1,25572,,
850460,12,31,2005,1,0,,,,187552069,1,25572,,
858803,9,30,2001,,,12,12,2001,205305000,,21776,,
858803,9,30,2002,0,,12,6,2002,66607730,,21776,,
858803,9,30,2003,0,,12,11,2003,116036000,,21776,,
858803,9,30,2004,1,,,,,125000000,,21776,,
858803,9,30,2005,1,0,3,31,2005,197000000,1,21776,,
858803,9,30,2006,1,0,3,31,2006,271100000,1,21776,,
69671,12,31,2001,,,3,4,2002,301668957,,7691,,
69671,12,28,2002,,,6,15,2002,342655096,,7691,,
69671,1,3,2004,1,,6,13,2003,155143090,,7691,,
69671,12,31,2004,1,,6,18,2004,277798225,1,7691,,
69671,12,31,2005,1,0,6,18,2005,465895713,1,7691,,
795212,2,3,2001,,,4,30,2001,270312672,,12421,,
795212,2,2,2002,,,4,26,2002,213917895,,12421,,
795212,2,1,2003,1,,4,25,2003,93125158,,12421,,
795212,1,31,2004,1,,8,2,2003,130214618,,12421,,
795212,1,29,2005,1,,7,31,2004,340348089,1,12421,,
795212,1,28,2006,1,0,7,30,2005,207286769,1,12421,,
880115,12,31,2001,,,3,22,2002,58083330,,28296,,
880115,12,31,2002,0,,6,30,2002,54862525,,28296,,
880115,12,31,2003,1,,6,30,2003,88007644,,28296,,
880115,12,31,2004,1,,,,,147894730,1,28296,,
880115,12,31,2005,1,0,,,,186312403,1,28296,,
32166,5,31,2001,,,8,23,2001,327529582,,4273,,
32166,5,31,2002,,,8,23,2002,217233703,,4273,,
32166,5,31,2003,0,,8,11,2003,220649703,,4273,,
32166,5,31,2004,1,,7,30,2004,20886633,,4273,,
32166,5,31,2005,1,,7,29,2005,298008667,1,4273,,
32166,5,31,2006,1,0,8,1,2006,381667000,1,4273,,
